,locationId,continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,provinceShortName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,cities,updateTime
71,985007,非洲,Africa,塞舌尔,Seychelles,塞舌尔,Seychelles,塞舌尔,10,10,0,0,0,,,1586085510377
72,971003,北美洲,North America,墨西哥,Mexico,墨西哥,Mexico,墨西哥,2048,2143,0,1,94,,,1586146615856
73,982016,非洲,Africa,多哥,Togo,多哥,Togo,多哥,21,44,0,20,3,,,1586146615856
74,974005,北美洲,North America,多米尼克,,多米尼克,,多米尼克,11,11,0,0,0,,,1586085510377
75,974006,北美洲,North America,多米尼加,Dominican Republic,多米尼加,Dominican Republic,多米尼加,1420,1488,0,0,68,,,1586146615856
76,0,欧洲,Europe,大不列颠及北爱尔兰联合王国,United Kingdom of Great Britain and Ireland,大不列颠及北爱尔兰联合王国,United Kingdom of Great Britain and Ireland,大不列颠及北爱尔兰联合王国,12,20,0,8,0,,,1582960272252
77,963001,欧洲,Europe,奥地利,Austria,奥地利,Austria,奥地利,9214,11907,0,2507,186,,,1586146615856
78,0,南美洲,South America,委内瑞拉,Venezuela,委内瑞拉,Venezuela,委内瑞拉,141,144,0,0,3,,,1586146615856
79,953001,亚洲,Asia,孟加拉国,Bangladesh,孟加拉国,Bangladesh,孟加拉国,46,88,0,33,9,,,1586146615856
80,984001,非洲,Africa,安哥拉,Angola,安哥拉,Angola,安哥拉,10,14,0,2,2,,,1586146615856
81,0,北美洲,North America,安圭拉,,安圭拉,,安圭拉,3,3,0,0,0,,,1586146615856
82,974001,北美洲,North America,安提瓜和巴布达,Antigua and Barbuda,安提瓜和巴布达,Antigua and Barbuda,安提瓜和巴布达,7,7,0,0,0,,,1586085510377
83,965002,欧洲,Europe,安道尔,Andorra,安道尔,Andorra,安道尔,457,501,0,26,18,,,1586146615856
84,972006,北美洲,North America,尼加拉瓜,Nicaragua,尼加拉瓜,Nicaragua,尼加拉瓜,4,5,0,0,1,,,1586085510377
85,982013,非洲,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,尼日利亚,194,232,0,33,5,,,1586146615856
86,982011,非洲,Africa,尼日尔,Niger,尼日尔,Niger,尼日尔,161,184,0,13,10,,,1586146615856
87,953005,亚洲,Asia,尼泊尔,Nepal,尼泊尔,Nepal,尼泊尔,8,9,0,1,0,,,1586146615856
88,955014,亚洲,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,巴勒斯坦,212,234,0,21,1,,,1586146615856
89,974002,北美洲,North America,巴哈马,Bahamas,巴哈马,Bahamas,巴哈马,21,24,0,0,3,,,1586146615856
90,953006,亚洲,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,巴基斯坦,2979,3156,0,130,47,,,1586146615856
91,974003,北美洲,North America,巴巴多斯,Barbados,巴巴多斯,Barbados,巴巴多斯,51,51,0,0,0,,,1586146615856
